"stock","model","common.name","species","family","order","wg","area","ecoregion","productivity","Year","FFmsy","BBmsy","BBtri","BBlim","ABImsy","lBBmsy","uBBmsy"
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1970,0.0588973008341782,3.70874225022255,6.0532699124967,9.09757968161732,1.76056835331747,4.63592781277819,3.09061854185213
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1971,0.0614299983827079,3.71196441699341,6.05852901217286,9.10548368706381,1.7631879264484,4.63995552124177,3.09330368082784
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1972,0.0933595969402291,3.71501424635607,6.06350682919913,9.11296494722429,1.76484879807865,4.64376780794509,3.09584520529672
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1973,0.209331246008532,3.70795644597693,6.05198735229806,9.09565209639937,1.76013357953975,4.63494555747116,3.08996370498077
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1974,0.135764715222725,3.66200724686668,5.97699079397409,8.98293827807272,1.7331964890415,4.57750905858335,3.05167270572223
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1975,0.145340758780483,3.63515201669168,5.9331586951536,8.91706214543757,1.71621491358144,4.5439400208646,3.02929334724307
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1976,0.158906400348221,3.60329696196038,5.88116607033467,8.83892139606009,1.70287226625775,4.50412120245047,3.00274746830032
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1977,0.155374747750413,3.56625726362454,5.82071126480299,8.74806266707369,1.69249900657617,4.45782157953067,2.97188105302045
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1978,0.145186480729136,3.53064767540351,5.76259063132899,8.66071201167267,1.68557120419514,4.41330959425438,2.94220639616959
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1979,0.144598802976695,3.50012399464213,5.71277102513759,8.58583713518693,1.68240047160397,4.37515499330266,2.91676999553511
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1980,0.151314055356435,3.4732347387681,5.6688833908481,8.51987753719147,1.681036606534,4.34154342346012,2.89436228230675
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1981,0.100163277406142,3.44850948224354,5.6285277550824,8.45922624998836,1.67953313364026,4.31063685280442,2.87375790186962
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1982,0.126171931934454,3.44373560018013,5.6207360039413,8.44751587230982,2.17705510948374,4.30466950022517,2.86977966681678
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1983,0.15277245550484,3.43650420655814,5.60893319466416,8.42977719562467,2.57875368176198,4.29563025819767,2.86375350546512
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1984,0.208436659268635,3.42416358187622,5.58879129019939,8.39950552701304,2.98688410812033,4.28020447734528,2.85346965156352
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1985,0.254856012671762,3.3925586120565,5.5372068445875,8.32197823827983,3.53570756146037,4.24069826507062,2.82713217671375
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1986,0.303393256631519,3.33337298058379,5.44060627812205,8.17679532666135,3.34492355537875,4.16671622572974,2.77781081715316
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1987,0.445807786488933,3.23025463042778,5.2723003770074,7.92384504220173,2.81101433727052,4.03781828803473,2.69187885868982
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1988,0.605010786959253,3.04649937474102,4.97238194497156,7.4730916687566,2.29029119742546,3.80812421842627,2.53874947895085
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1989,0.618043484566162,2.78558601604691,4.54652895293451,6.83306874169134,1.98914413462665,3.48198252005864,2.32132168003909
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1990,0.718524232060158,2.50064073945996,4.08145196642558,6.13409529361882,1.69140725053074,3.12580092432495,2.0838672828833
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1991,0.771118766853032,2.19622813441578,3.58460113701351,5.38736830542979,1.19415914907277,2.74528516801973,1.83019011201315
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1992,1.05893711361296,1.9016396675489,3.10378489723658,4.66474002074752,1.03642471917701,2.37704958443612,1.58469972295741
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1993,1.10776332075287,1.60267424774427,2.61582475914079,3.93137502927163,0.804851568513256,2.00334280968034,1.33556187312023
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1994,1.1244585921807,1.34118997917752,2.18903994943573,3.28995165490995,0.689475821257564,1.6764874739719,1.11765831598126
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1995,1.1698252267835,1.12946854027806,1.84347616272511,2.7705969705614,0.633857334428498,1.41183567534758,0.941223783565053
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1996,1.51963150482321,0.959079322559377,1.56537327623617,2.35263061417976,1.01523589334419,1.19884915319922,0.799232768799481
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1997,1.77951250648904,0.808268294805288,1.3192251766421,1.98268974223669,0.878940081641179,1.01033536850661,0.67355691233774
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1998,1.65178032932888,0.68453006091136,1.11726427515032,1.67915868869824,0.808730947493724,0.8556625761392,0.570441717426134
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",1999,1.51274849128213,0.59495138513244,0.971057322412828,1.45942135304932,0.736409864800105,0.74368923141555,0.4957928209437
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2000,1.36220815487391,0.528413789992719,0.862457156767725,1.29620400528931,0.812956592083101,0.660517237490899,0.440344824993933
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2001,1.40628280718801,0.480070981976784,0.783553839819532,1.17761864176568,0.522616268095992,0.60008872747098,0.40005915164732
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2002,1.20800272642715,0.438659459029412,0.715963506230577,1.07603578581816,0.539961503383013,0.548324323786765,0.365549549191177
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2003,0.870314039421127,0.413286197925377,0.674550221709724,1.01379493727642,0.490538569557285,0.516607747406722,0.344405164937815
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2004,0.758839391572345,0.407656302288416,0.665361317339875,0.999984750237037,0.632010746741887,0.50957037786052,0.339713585240347
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2005,0.765646036974288,0.414957202257697,0.677277572268495,1.01789392664693,0.440437682515906,0.518696502822122,0.345797668548081
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2006,0.701677443436988,0.432922155208355,0.706599294253654,1.06196212549124,0.671276952635444,0.541152694010444,0.36076846267363
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2007,0.727133384980696,0.467623589955633,0.763237673710613,1.147085071865,1.04480827159558,0.584529487444541,0.389686324963027
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2008,0.7620581883481,0.515250469172511,0.840972478541642,1.26391425529945,1.15516963428159,0.644063086465638,0.429375390977092
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2009,0.779084744440867,0.570420844995433,0.931019495427216,1.39924770697938,1.22336982365516,0.713026056244291,0.475350704162861
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2010,0.625247398343867,0.628111216255513,1.02517955429042,1.54076273120873,1.85596168227256,0.785139020319391,0.523426013546261
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2011,0.738554628185085,0.69501784925335,1.13438204967763,1.70488533231157,1.68514026061523,0.868772311566687,0.579181541044458
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2012,0.729514553724094,0.744190303832809,1.21463948461034,1.82550582667202,1.09449627927534,0.930237879791011,0.620158586527341
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2013,0.780615881397835,0.779125715249097,1.27165975200536,1.91120272001928,0.898324868634101,0.973907144061371,0.649271429374247
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2014,0.784227852334775,0.792705596938406,1.29382432524855,1.94451429774566,0.667480354793073,0.990881996173008,0.660587997448672
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2015,0.826191778129578,0.791029098512401,1.29108800743626,1.94040183131158,0.68644996425739,0.988786373140501,0.659190915427001
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2016,0.905088153484545,0.778051672538763,1.26990673980216,1.90856808313176,0.698264274726408,0.972564590673454,0.648376393782303
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2017,0.980383178081505,0.762267290893278,1.24414406446492,1.86984884624323,0.872499051568579,0.952834113616597,0.635222742411065
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2018,0.971465791849772,0.753172842510487,1.22930044712726,1.84754007867713,0.962606794641307,0.941466053138109,0.627644035425406
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2019,1.02602627985748,0.757689287646753,1.23667201937744,1.85861896114796,0.960216134982101,0.947111609558441,0.631407739705627
"anf.27.3a46","SS3","Anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGCSE","North Sea","Greater North Sea","Low",2020,0.889796779329566,0.765298767929153,1.24909192751218,1.87728508797322,0.894004482701823,0.956623459911441,0.637748973274294
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1986,1.19203414426803,0.842192794559099,1.20286263803786,1.67143407733978,0.791141386181425,1.05274099319887,0.701827328799249
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1987,1.0583530079058,0.796874344957329,1.13813652046485,1.58149409983587,0.789963618862842,0.996092931196662,0.664061954131108
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1988,1.14122626862786,0.789515958192024,1.12762689775922,1.56689048594456,1.02353097934716,0.986894947740029,0.65792996516002
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1989,1.2361940755506,0.788621340968516,1.12634915988203,1.56511500920906,1.10555945296275,0.985776676210645,0.657184450807097
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1990,1.42841772899587,0.784081272871937,1.11986480342256,1.5561046916439,1.10441453719374,0.980101591089921,0.653401060726614
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1991,1.3957850147335,0.748379319873789,1.068873456021,1.48524982176826,1.1690137586547,0.935474149842236,0.623649433228157
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1992,1.37427511405982,0.701667486545041,1.00215723685076,1.39254450471368,0.885189055075609,0.877084358181301,0.584722905454201
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1993,1.11050918928162,0.650679417015508,0.929333479370309,1.29135247659375,0.746116854432268,0.813349271269385,0.542232847512924
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1994,0.920664146846288,0.631278240774518,0.901623731453868,1.25284848164252,0.699574996022485,0.789097800968147,0.526065200645431
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1995,1.04541072876847,0.641279415648263,0.915907918720525,1.27269703010482,0.87477215138796,0.801599269560329,0.534399513040219
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1996,1.21649189093752,0.654562906172089,0.934880076351256,1.29905973336111,0.940813136735966,0.818203632715112,0.545469088476741
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1997,1.26254005873782,0.664714073205712,0.949378490059033,1.31920595951548,1.09016977678603,0.83089259150714,0.553928394338094
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1998,1.46354765015309,0.669356707008558,0.956009336083378,1.32841983120473,1.56787942643403,0.836695883760697,0.557797255840465
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",1999,1.30768062861128,0.636556535325056,0.909162460529228,1.26332389943165,1.41828903826788,0.79569566915632,0.530463779437547
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2000,1.45501789370592,0.604982908254025,0.864067398452657,1.20066219468581,1.16921252367384,0.756228635317532,0.504152423545021
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2001,1.2800133160409,0.547658469259033,0.782193715420668,1.08689487036338,0.377731443815841,0.684573086573792,0.456382057715861
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2002,1.18341152479485,0.499703097338131,0.713701411105643,0.991721599661084,0.55577947837035,0.624628871672664,0.416419247781776
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2003,1.10494844532434,0.473268931772492,0.675946789679251,0.939259781633323,0.715504635018729,0.591586164715615,0.394390776477077
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2004,1.39361247202745,0.503892262527264,0.719684590162898,1.00003550770917,0.851261046444203,0.62986532815908,0.41991021877272
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2005,1.03399855413775,0.554220304669191,0.791565662916329,1.09991763116743,0.843503407221489,0.692775380836488,0.461850253890992
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2006,0.929578325404769,0.615576429909662,0.879197605558597,1.22168632741249,0.679284993543231,0.769470537387077,0.512980358258051
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2007,0.676740913802367,0.644129491975708,0.91997854287213,1.27835335336891,0.542634198449785,0.805161864969635,0.536774576646424
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2008,0.94261213715173,0.70526168574566,1.00729065518444,1.39967763036314,0.39404911079964,0.881577107182075,0.587718071454717
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2009,0.995358906553274,0.7878425816733,1.12523689619812,1.56356946662964,0.812094308889915,0.984803227091625,0.65653548472775
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2010,0.951619865821487,0.892408647138423,1.27458347594471,1.77109354696003,1.28780641338651,1.11551080892303,0.743673872615353
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2011,0.944989662006634,1.00058711434142,1.42908947181566,1.98578687808991,1.20009073136401,1.25073389292678,0.83382259528452
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2012,0.904684046059969,1.09869097211289,1.56920639744485,2.18048592094217,1.06798648283763,1.37336371514112,0.915575810094078
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2013,1.11311954289443,1.17026113697355,1.67142655162483,2.32252562163987,1.05737955127913,1.46282642121694,0.975217614144626
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2014,1.03735145883082,1.14871158938615,1.64064839034517,2.27975792234163,0.6209015618763,1.43588948673268,0.95725965782179
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2015,0.761465547864036,1.12464580391393,1.60627640997846,2.23199644278959,0.530197665137154,1.40580725489241,0.937204836594941
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2016,0.888778105219594,1.17215373043241,1.6741296499835,2.32628170364642,0.832247504060881,1.46519216304052,0.976794775360344
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2017,0.902410568629414,1.24995585488603,1.78525060621802,2.48068948645022,0.943634038317119,1.56244481860754,1.04162987907169
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2018,0.595377106596644,1.37438454640416,1.96296600000199,2.72763336503217,1.1097876287762,1.7179806830052,1.1453204553368
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2019,0.697207950060625,1.58500556826221,2.26378566934034,3.14563641090479,1.50221204123643,1.98125696032777,1.32083797355184
"ank.27.78abd","SS3","Black-bellied anglerfish","Lophius budegassa","Lophiidae","Lophiiformes","WGBIE","Irish Sea","Celtic Seas","Medium",2020,0.612869084821052,1.72690453567357,2.46645300083257,3.42725217774929,1.2018824163983,2.15863066959196,1.43908711306131
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1990,9.00205048955109e-07,0.223712779099112,0.507030174155068,0.704547063060133,8.88743959072417e-09,0.27964097387389,0.186427315915927
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1991,0.20226591422832,0.345115729782953,0.782181908785729,1.08688593836077,1.48134494289326e-08,0.431394662228691,0.287596441485794
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1992,0.375997281154236,0.520833357178739,1.1804342552962,1.64028006634998,1.89621390715027e-08,0.651041696473423,0.434027797648949
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1993,0.586366233379779,0.565566594079129,1.28181916941448,1.7811601305388,0.0115162957464798,0.706958242598911,0.471305495065941
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1994,0.292400065170836,0.577938780327518,1.30985990885485,1.82012432167727,0.0246048732880206,0.722423475409398,0.481615650272932
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1995,0.19788377473496,0.590147242951195,1.33752957956019,1.85857289185117,0.0533563459219422,0.737684053688994,0.491789369125996
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1996,0.272660636292764,0.595001497890877,1.34853142638079,1.87386057937117,0.100795588056186,0.743751872363596,0.495834581575731
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1997,1.20832753589006,0.605265844598851,1.37179488732339,1.90618647222564,0.245201767234102,0.756582305748564,0.504388203832376
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1998,5.78862040531239,0.569902131855123,1.29164537819196,1.79481420260014,0.371175807755503,0.712377664818903,0.474918443212602
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",1999,3.43701912732155,0.373495791609005,0.846503436362925,1.17626433368324,0.411590568878908,0.466869739511256,0.311246493007504
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2000,3.26076368444328,0.321115574144582,0.727787148047986,1.01130134620607,0.536531862821781,0.401394467680728,0.267596311787152
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2001,1.72935849992792,0.295068581954361,0.668753368039501,0.929270574771953,0.374391821033128,0.368835727442951,0.245890484961967
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2002,2.6519653264245,0.295528760780617,0.669796332823894,0.930719833244476,0.342222408511807,0.369410950975771,0.246273967317181
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2003,1.24136038351084,0.320464172566827,0.726310789581813,1.00924986273549,0.295666824859509,0.400580215708534,0.267053477139023
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2004,1.43891160965302,0.416201557888823,0.943293222809093,1.31075920844785,0.277634015378668,0.520251947361029,0.346834631574019
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2005,1.50417818915067,0.531897160328506,1.2055096312333,1.67512371742273,0.19784582147871,0.664871450410633,0.443247633607089
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2006,1.39450105875469,0.622232589416656,1.41024888898775,1.95962047934501,0.15840963846625,0.77779073677082,0.518527157847213
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2007,1.09120486851511,0.691824797837274,1.56797501307166,2.17878983682232,0.121337386827617,0.864780997296593,0.576520664864395
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2008,2.06850418736106,0.763490386602396,1.73040031617161,2.40448896894285,0.190682655016599,0.954362983252995,0.63624198883533
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2009,2.55287970075734,0.756196314121784,1.71386878473635,2.38151747234503,0.219929166829919,0.94524539265223,0.630163595101487
"aru.27.5a14","Gadget","Greater silver smelt","Argentina silus","Argentinidae","Argentiniformes","WGDEEP","Greenland grounds","Icelandic Waters","Low",2010,4.28156545070741,0.704323648763973,1.5963028296033,2.21815293779265,0.214334528141388,0.880404560954967,0.586936373969978
